	SubjectID1	SubjectID2	Group1	Group2	Distance
167	E2	D2	Medium	Medium	0.402415824993833
168	E2	D3	Medium	Medium	0.4530460745548466
169	E2	D4	Medium	Medium	0.30403890282063983
170	E2	D5	Medium	Medium	0.3927180879745094
171	E3	A1	Medium	Medium	0.5759947336734343
172	E3	A10	Medium	Medium	0.7011356860028073
173	E3	A2	Medium	Medium	0.7470522829127378
174	E3	A4	Medium	Medium	0.7608823619022834
175	E3	A5	Medium	Medium	0.6153485975183685
176	E3	A6	Medium	Medium	0.6084943097841805
177	E3	A7	Medium	Medium	0.614113161019909
178	E3	A8	Medium	Medium	0.7065921712423454
179	E3	A9	Medium	Medium	0.6628331487793385
180	E3	B3	Medium	Medium	0.6298997184881138
181	E3	C2	Medium	Medium	0.5192337701859282
182	E3	C3	Medium	Medium	0.6913971728700684
183	E3	C5	Medium	Medium	0.5784077868475322
184	E3	D1	Medium	Medium	0.7269873379589016
185	E3	D2	Medium	Medium	0.7228981441924672
186	E3	D3	Medium	Medium	0.7138212036783002
187	E3	D4	Medium	Medium	0.6548771949029133
188	E3	D5	Medium	Medium	0.6695193286316246
189	E3	E2	Medium	Medium	0.5546047649164714
190	E4	A1	Medium	Medium	0.3560655906515737
191	E4	A10	Medium	Medium	0.42208591177115684
192	E4	A2	Medium	Medium	0.5015897545487807
193	E4	A4	Medium	Medium	0.5672370033848666
194	E4	A5	Medium	Medium	0.4551059829904488
195	E4	A6	Medium	Medium	0.47424456829793143
196	E4	A7	Medium	Medium	0.5429227877415723
197	E4	A8	Medium	Medium	0.4599782443180701
198	E4	A9	Medium	Medium	0.3979539903294194
199	E4	B3	Medium	Medium	0.5022600204001815
200	E4	C2	Medium	Medium	0.5412533761075311
201	E4	C3	Medium	Medium	0.40053228898624216
202	E4	C5	Medium	Medium	0.5109515463910891
203	E4	D1	Medium	Medium	0.47213629094078463
204	E4	D2	Medium	Medium	0.293935544752712
205	E4	D3	Medium	Medium	0.4485242257884885
206	E4	D4	Medium	Medium	0.35762743653260226
207	E4	D5	Medium	Medium	0.3131774982290914
208	E4	E2	Medium	Medium	0.4047489573336323
209	E4	E3	Medium	Medium	0.682899182203518
210	E6	A1	Medium	Medium	0.34606946662803023
211	E6	A10	Medium	Medium	0.532470561935576
212	E6	A2	Medium	Medium	0.5434628449272864
213	E6	A4	Medium	Medium	0.5906819393396113
214	E6	A5	Medium	Medium	0.34595958159868845
215	E6	A6	Medium	Medium	0.3875479612090057
216	E6	A7	Medium	Medium	0.37894584816670224
217	E6	A8	Medium	Medium	0.37940178122093804
218	E6	A9	Medium	Medium	0.47567907661631587
219	E6	B3	Medium	Medium	0.4775917339776172
220	E6	C2	Medium	Medium	0.4318281892797798
221	E6	C3	Medium	Medium	0.43482256878102143
222	E6	C5	Medium	Medium	0.4873767921559567
223	E6	D1	Medium	Medium	0.5542668073868386
224	E6	D2	Medium	Medium	0.4792388007913635
225	E6	D3	Medium	Medium	0.4371837292602165
226	E6	D4	Medium	Medium	0.3879288769446331
227	E6	D5	Medium	Medium	0.36021628426615565
228	E6	E2	Medium	Medium	0.37165858351162856
229	E6	E3	Medium	Medium	0.6129006745727287
230	E6	E4	Medium	Medium	0.4079379610969942
231	F1	A1	Medium	Medium	0.5246441189316502
232	F1	A10	Medium	Medium	0.4449948515834992
233	F1	A2	Medium	Medium	0.49009308315779043
234	F1	A4	Medium	Medium	0.5542917215150723
235	F1	A5	Medium	Medium	0.41544135530199694
236	F1	A6	Medium	Medium	0.3754570795340593
237	F1	A7	Medium	Medium	0.3653593072394189
238	F1	A8	Medium	Medium	0.472774985272002
239	F1	A9	Medium	Medium	0.3483300782435123
240	F1	B3	Medium	Medium	0.4190888479828457
241	F1	C2	Medium	Medium	0.42666056435586064
242	F1	C3	Medium	Medium	0.32342656487622495
243	F1	C5	Medium	Medium	0.41672450286494167
244	F1	D1	Medium	Medium	0.3486876020050126
245	F1	D2	Medium	Medium	0.3591963650975244
246	F1	D3	Medium	Medium	0.44813817360711633
247	F1	D4	Medium	Medium	0.47284919623507204
248	F1	D5	Medium	Medium	0.36935372017024165
249	F1	E2	Medium	Medium	0.3958521057356888
250	F1	E3	Medium	Medium	0.6437256180073706
251	F1	E4	Medium	Medium	0.4762043677495526
252	F1	E6	Medium	Medium	0.46841049217066144
253	G1	A1	Medium	Medium	0.5249319476807973
254	G1	A10	Medium	Medium	0.34986594377894603
255	G1	A2	Medium	Medium	0.41049247991976473
256	G1	A4	Medium	Medium	0.5294361140306174
257	G1	A5	Medium	Medium	0.46920303401990066
258	G1	A6	Medium	Medium	0.40440266908331945
259	G1	A7	Medium	Medium	0.48825965018486384
260	G1	A8	Medium	Medium	0.3534016201659362
261	G1	A9	Medium	Medium	0.44920868730320945
262	G1	B3	Medium	Medium	0.329174248222366
263	G1	C2	Medium	Medium	0.5775826839208691
264	G1	C3	Medium	Medium	0.408931953250777
265	G1	C5	Medium	Medium	0.4729295275102549
266	G1	D1	Medium	Medium	0.3898637092034379
267	G1	D2	Medium	Medium	0.37153578463128883
268	G1	D3	Medium	Medium	0.4914867108197375
269	G1	D4	Medium	Medium	0.44287028706194553
270	G1	D5	Medium	Medium	0.38963888936687174
271	G1	E2	Medium	Medium	0.4666039038911691
272	G1	E3	Medium	Medium	0.7104942602867493
273	G1	E4	Medium	Medium	0.4484389895282493
274	G1	E6	Medium	Medium	0.5083640718383596
275	G1	F1	Medium	Medium	0.5017271575886212
276	G2	A1	Medium	Medium	0.5207183038853848
277	G2	A10	Medium	Medium	0.4258986608511551
278	G2	A2	Medium	Medium	0.5920635136598852
279	G2	A4	Medium	Medium	0.549042806046972
280	G2	A5	Medium	Medium	0.47670173949994876
281	G2	A6	Medium	Medium	0.4223239763159631
282	G2	A7	Medium	Medium	0.44451470136241567
283	G2	A8	Medium	Medium	0.35956521049029566
284	G2	A9	Medium	Medium	0.36963458996702
285	G2	B3	Medium	Medium	0.45349148084922086
286	G2	C2	Medium	Medium	0.4528646970347189
287	G2	C3	Medium	Medium	0.38177566236045996
288	G2	C5	Medium	Medium	0.3975503519399157
289	G2	D1	Medium	Medium	0.3400085667413281
290	G2	D2	Medium	Medium	0.33526712842716383
291	G2	D3	Medium	Medium	0.4914683953675653
292	G2	D4	Medium	Medium	0.46914108515856473
293	G2	D5	Medium	Medium	0.31485440081067567
294	G2	E2	Medium	Medium	0.3604913974739885
295	G2	E3	Medium	Medium	0.6525118974212191
296	G2	E4	Medium	Medium	0.42491039550743526
297	G2	E6	Medium	Medium	0.5008186163203594
298	G2	F1	Medium	Medium	0.3428101983891709
299	G2	G1	Medium	Medium	0.3655281506678947
300	G4	A1	Medium	Medium	0.4148094123889641
301	G4	A10	Medium	Medium	0.31636225105625965
302	G4	A2	Medium	Medium	0.4490548850778468
303	G4	A4	Medium	Medium	0.49600260225253257
304	G4	A5	Medium	Medium	0.32069253913112206
305	G4	A6	Medium	Medium	0.2951163722878312
306	G4	A7	Medium	Medium	0.3617794380632881
307	G4	A8	Medium	Medium	0.36527112457199107
308	G4	A9	Medium	Medium	0.42653604017599905
309	G4	B3	Medium	Medium	0.29811608373005655
310	G4	C2	Medium	Medium	0.45612494886416954
311	G4	C3	Medium	Medium	0.32268682181631747
312	G4	C5	Medium	Medium	0.3862934101546525
313	G4	D1	Medium	Medium	0.3859017725557838
314	G4	D2	Medium	Medium	0.35564010961517756
315	G4	D3	Medium	Medium	0.4168041655970367
316	G4	D4	Medium	Medium	0.3997200268725945
317	G4	D5	Medium	Medium	0.3583238141416067
318	G4	E2	Medium	Medium	0.32168109125175814
319	G4	E3	Medium	Medium	0.6227323247927515
320	G4	E4	Medium	Medium	0.41094364606874173
321	G4	E6	Medium	Medium	0.39667050757619043
322	G4	F1	Medium	Medium	0.3659988772942494
323	G4	G1	Medium	Medium	0.29934535657392264
324	G4	G2	Medium	Medium	0.3533897323253447
325	G5	A1	Medium	Medium	0.4532008033195848
326	G5	A10	Medium	Medium	0.46427907868063106
327	G5	A2	Medium	Medium	0.6163991455300026
328	G5	A4	Medium	Medium	0.5186160542287089
329	G5	A5	Medium	Medium	0.3913258185608935
330	G5	A6	Medium	Medium	0.41678569753403116
331	G5	A7	Medium	Medium	0.36026964408934714
332	G5	A8	Medium	Medium	0.29117532571981114
333	G5	A9	Medium	Medium	0.1982825208914333
334	G5	B3	Medium	Medium	0.453823583803865
335	G5	C2	Medium	Medium	0.34899418687713296
336	G5	C3	Medium	Medium	0.2951302152431595
337	G5	C5	Medium	Medium	0.49023862308741484
338	G5	D1	Medium	Medium	0.4688697489720121
339	G5	D2	Medium	Medium	0.3975191304783256
340	G5	D3	Medium	Medium	0.5377728523507791
341	G5	D4	Medium	Medium	0.5093017690911332
342	G5	D5	Medium	Medium	0.31181418821825513
343	G5	E2	Medium	Medium	0.47721255859901707
344	G5	E3	Medium	Medium	0.6373879307660528
345	G5	E4	Medium	Medium	0.461685144139225
346	G5	E6	Medium	Medium	0.4234958973134736
347	G5	F1	Medium	Medium	0.3793932659227796
348	G5	G1	Medium	Medium	0.4587201971373988
349	G5	G2	Medium	Medium	0.3286968757749039
350	G5	G4	Medium	Medium	0.3934146553669227
351	G6	A1	Medium	Medium	0.4884297391681901
352	G6	A10	Medium	Medium	0.39938646214414664
353	G6	A2	Medium	Medium	0.5514736738089399
354	G6	A4	Medium	Medium	0.5259884717762672
355	G6	A5	Medium	Medium	0.4132439556206131
356	G6	A6	Medium	Medium	0.4157438275748212
357	G6	A7	Medium	Medium	0.31838506273855377
358	G6	A8	Medium	Medium	0.3845687141196843
359	G6	A9	Medium	Medium	0.27611901562461905
360	G6	B3	Medium	Medium	0.4308623308897989
361	G6	C2	Medium	Medium	0.4091589348194459
362	G6	C3	Medium	Medium	0.2428053838823615
363	G6	C5	Medium	Medium	0.44674787190733534
364	G6	D1	Medium	Medium	0.40717999105740205
365	G6	D2	Medium	Medium	0.4102485801391649
366	G6	D3	Medium	Medium	0.5014973896257441
367	G6	D4	Medium	Medium	0.5412548942286322
368	G6	D5	Medium	Medium	0.3473332213430675
369	G6	E2	Medium	Medium	0.5017488824805622
370	G6	E3	Medium	Medium	0.647372978104501
371	G6	E4	Medium	Medium	0.467118306555609
372	G6	E6	Medium	Medium	0.48366009929858206
373	G6	F1	Medium	Medium	0.31993001455335296
374	G6	G1	Medium	Medium	0.4322492809521437
375	G6	G2	Medium	Medium	0.33004365267092606
376	G6	G4	Medium	Medium	0.3575617705510925
377	G6	G5	Medium	Medium	0.2251516687636817
378	G7	A1	Medium	Medium	0.30298228256250626
379	G7	A10	Medium	Medium	0.4208444587089597
380	G7	A2	Medium	Medium	0.5233298809430663
381	G7	A4	Medium	Medium	0.5296054724685435
382	G7	A5	Medium	Medium	0.2595258014435768
383	G7	A6	Medium	Medium	0.22871141493209135
384	G7	A7	Medium	Medium	0.3078214249184006
385	G7	A8	Medium	Medium	0.39882505088687503
386	G7	A9	Medium	Medium	0.4114670495958439
387	G7	B3	Medium	Medium	0.3745279224278219
388	G7	C2	Medium	Medium	0.3742698744428973
389	G7	C3	Medium	Medium	0.3965771784199284
390	G7	C5	Medium	Medium	0.40422980618250987
391	G7	D1	Medium	Medium	0.5088763371783294
392	G7	D2	Medium	Medium	0.42621706456269143
393	G7	D3	Medium	Medium	0.5430032923338993
394	G7	D4	Medium	Medium	0.4331950500273574
395	G7	D5	Medium	Medium	0.37380938447964307
396	G7	E2	Medium	Medium	0.35162390498878
397	G7	E3	Medium	Medium	0.5815405876523198
398	G7	E4	Medium	Medium	0.43919517912029865
399	G7	E6	Medium	Medium	0.3931482067484981
400	G7	F1	Medium	Medium	0.4198178130441638
401	G7	G1	Medium	Medium	0.42314396528896736
402	G7	G2	Medium	Medium	0.40473712119859684
403	G7	G4	Medium	Medium	0.28833001417082327
404	G7	G5	Medium	Medium	0.39645701918642784
405	G7	G6	Medium	Medium	0.4007393278666004
406	G8	A1	Medium	Medium	0.36307443090814445
407	G8	A10	Medium	Medium	0.3328774718597918
408	G8	A2	Medium	Medium	0.5499505910564446
409	G8	A4	Medium	Medium	0.452675433516384
410	G8	A5	Medium	Medium	0.3509003948434715
411	G8	A6	Medium	Medium	0.3802983444703956
412	G8	A7	Medium	Medium	0.40584558293909334
413	G8	A8	Medium	Medium	0.3843063773102648
414	G8	A9	Medium	Medium	0.3283431024087376
415	G8	B3	Medium	Medium	0.4211176439451404
416	G8	C2	Medium	Medium	0.4609682080015513
417	G8	C3	Medium	Medium	0.3374394983785128
418	G8	C5	Medium	Medium	0.5030887392275614
419	G8	D1	Medium	Medium	0.4538950149166696
420	G8	D2	Medium	Medium	0.31740701988108316
421	G8	D3	Medium	Medium	0.48030252446124877
422	G8	D4	Medium	Medium	0.34461463802069414
423	G8	D5	Medium	Medium	0.29436187143929515
424	G8	E2	Medium	Medium	0.4167939973290842
425	G8	E3	Medium	Medium	0.6808144536006299
426	G8	E4	Medium	Medium	0.38353827432639126
427	G8	E6	Medium	Medium	0.47613682637922466
428	G8	F1	Medium	Medium	0.44702296926919133
429	G8	G1	Medium	Medium	0.41597068013569877
430	G8	G2	Medium	Medium	0.4213325668797185
431	G8	G4	Medium	Medium	0.3477144331013584
432	G8	G5	Medium	Medium	0.33572841188301206
433	G8	G6	Medium	Medium	0.39414401565004425
434	G8	G7	Medium	Medium	0.3760198790055841
435	H2	A1	Medium	Medium	0.442605599252559
436	H2	A10	Medium	Medium	0.3583161492013249
437	H2	A2	Medium	Medium	0.49471882038777404
438	H2	A4	Medium	Medium	0.4324087743815146
439	H2	A5	Medium	Medium	0.33678262274768994
