Group 1,Group 2,H,p-value,q-value
Large (n=3),Medium (n=31),0.48755760368663914,0.48501882904716564,0.48501882904716564
Large (n=3),Small (n=9),1.44444444444445,0.22942148462968523,0.48501882904716564
Medium (n=31),Small (n=9),0.7366902701285056,0.39072316973133747,0.48501882904716564
