Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
d7f98d9b87717d2f475ff549b2089ffb	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9900807647604
95af250b43352ce811686e9248a59c9f	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.7653327769753986
1b97cfeb78bb9e1c74793accd774be5d	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.7363839734341925
4408e8dac074776d29ddf6f46319c8c2	k__Bacteria	0.9927810276811276
ef963af7a146e4399b001e45aa366469	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae	0.7243449393037851
af6690ba1dbf764bd32e2222c2067e7c	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	0.810412836073245
aeb3d048b96a9d93bc37d0a020992e96	k__Bacteria	0.9970085317323418
1e118dff239e6f46bd6b4c690ded9972	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9744765770942027
2922d7dc23b8ae83210c6f74f6159053	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.725883612508385
bdf224011d42332b0f3e28934218fd69	k__Bacteria	0.9921718116174018
570fbcf9e53f4de46eed41f01d7a3c9c	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9863925733588296
d3aa130e487547641ecedf7ca0f54664	k__Bacteria; p__Proteobacteria	0.8082544172762886
d665c074a9ae60abb71e4b1b499bb304	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria	0.7061742354007334
31a6f8063c96c184fedb8318192473ad	k__Bacteria	0.9975234357004259
a2e956bb635f278258de80a77249fd88	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.7495543379043386
ef5e8df28304653709e774e87da8c8ef	k__Bacteria	0.9974524291492425
beb06505def731ae1f556c0fe77a90d2	k__Bacteria	0.9845385890486815
d6ab7b9b012367359f583e2088104a04	k__Bacteria; p__Proteobacteria	0.8788285879788023
59472530c63d1d3caa6cad60a8ab8503	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae	0.7030608044277298
e225118c481581b4548627d8e7c938f3	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	0.8431892080266802
84d5c3405025dc4aec8912d49522325c	k__Bacteria; p__Proteobacteria	0.79883095777502
67837ebdfb3404a1818c77010a64480a	k__Bacteria	0.9820596572759195
f9a95e78a1eb25b99fc18dd005540f92	k__Bacteria	0.9819842558066543
43e39e9f8fed79fda17bd03e1c633bd9	k__Bacteria	0.9838308069273662
3c8e4475596e8e6cb645e1e1a164eaf6	k__Bacteria	0.9929851934859139
