Group 1,Group 2,H,p-value,q-value
Calm (n=8),Medium (n=25),0.08647058823527232,0.7687129590732541,0.7687129590732541
Calm (n=8),Strong (n=10),1.136842105263156,0.28632059679305655,0.5419656427892641
Medium (n=25),Strong (n=10),0.8333333333333428,0.361310428526176,0.5419656427892641
