68fa62d7d81ca4783564cff873e8ac25,28011.0
5ad01193944de8d7a80c7647f9a0e1d5,19819.0
fed2972cf86b467d453e8ee71e272e84,17093.0
49ac57e9861c7a21e6a6c555c7acfa11,13560.0
d9e7284f877cb8de50fe649d6421b555,10727.0
ffbdd4d1cf2a34bd686406166f54f710,8906.0
7edd0cfff29ec001492a6fa5e4892ffd,8409.0
043e2dd5169629e11f14365818fc471f,8312.0
afb245f6fafb31cad983f9df991001df,6709.0
53a172777952d2735fbb055df93489f0,5953.0
0de5667c0248e26d696949b7ca008ef4,5821.0
3b69a579977d077b0c2d91fb154d8901,5266.0
ec69e5fbaf11f1079016570c2c87f69b,4874.0
05521e4b156a3658165e6d08ee720c37,4293.0
54d428b76b0a7f80d82b62d1293028dc,3994.0
c31d78912af054a6df1634a8172dcde2,3900.0
52e46982ea5189f13994694fd6e536b4,3787.0
20a6ce5c4d832e3a1a7e95c569767021,3334.0
924be3ea74894ca66a7ccb762a2e35e1,3144.0
1bcb9736b1879dc9882dfc56f0658b6f,3011.0
ca29822574fb0e64cffd8d6b5a3a53cd,2888.0
15518af8050d75841f053d32a384c2f5,2725.0
a12ba19ce717ab83fefd8eafef2d2199,2622.0
180debebfceaea7b8aa68a419ebcaca7,2400.0
7662a316d34c7badc549325f0e37e612,2378.0
49a9b6c4efdef0d801e2c26af506d4f2,2291.0
9d29298eac32bf02e88b6e218cdad1a9,2174.0
cb991b58100603c80376b178bb37d730,1980.0
bbab3d11e9e518f37a99d3698229b730,1855.0
2e050020b4953b401edb12b0ba42661c,1784.0
1d5efe31472f2f356cf277aaac31637e,1782.0
caed52141f888761d801d88fb271ab57,1736.0
ed2ef3e287c24f5af95426e80d10b882,1681.0
72370cf96a6542ede016d0ccf6232931,1479.0
c51d5a26cc77039ba526a58591f47a53,1466.0
e4b7e705b480c0c724824f3585c64a4f,1458.0
1eb0bb9eb7f4e258837e3402c54e92a5,1286.0
f9a35cc11603132adb3b69c41d847739,1274.0
f52398134dc779b71714af7d04864e66,1255.0
618ac989c33f1c0776cbe82dca55ca13,1214.0
6eafd6bd8b11aaaa8a855409f77a883d,1069.0
64ab55ea04963929ed03b86c6e91594d,922.0
a0b059448b9293356915bb7f1a4f8a27,873.0
c4a5b53eb3f5bac733ccabfdc8d8f062,861.0
2d91762e5f2616f1af0e7c53981044a6,856.0
7ae5e49cd1ccc1641526ba1fc9f21728,812.0
bac42f39675262d0b9e574e9f6c78186,799.0
ec1b1af12d7ed548aedc836a34aa9c57,677.0
d5aec82cbdfd24ac8adcc2524b73c704,652.0
062b1745d0e4092da16fb25cf3aec693,615.0
24b1eb3013a3576bc549e89a79d932e0,614.0
76551900b8ccfaddd95287b36d0befd3,585.0
df932a36ac6299d9dd06b34bef1e4155,581.0
1e4621d238a0a244d56acbec339d9f1d,538.0
4f78a6c4527ab75331267abff1d26f97,506.0
89be853ceab6a7220e2d3f0556ba98a6,500.0
3e39135728668946346483482ac278c2,468.0
8d54492c4107d5380f33eb2fe67d4407,446.0
619b78d3c3395cdc8a4f442a4395771f,427.0
05dc5c7f8996d74c9139cce4e8e2d856,421.0
6cf7887ae752f8b80cb28d9fd9093306,421.0
f2d8b234b30c61bd914d3e480709a9f4,418.0
bd5313781f7bcb00c6e0aadd9d87a572,416.0
9bda67ada08d9ea54db757e232629666,415.0
6c50e4ac329cabc5e733d5632c53ec7c,398.0
22286a79b7c5ae972a95c640e8d31b0b,396.0
046ad8df59d48f0099e6a3829a842ca1,374.0
73003a53209883630f6f82f673df50f2,370.0
9dd348b80a5b5573ba4ddbd96cf6208d,365.0
c50a1ae3224b4895eb7e82a95748463f,359.0
784f817ed654c4a755fceb17c40da0ea,358.0
c729c18e6fe1172cff84a4568e12db6b,353.0
e3b0752c33d925da8993624151981906,349.0
fe8786ccccbc29b12936f546aacbbed3,332.0
fac6a539357f0a11a22ce186f8d2dec1,314.0
8e6e797e3cb3638e6131830044777ed0,299.0
650b632bf2a5804b77c5cb21b418912c,295.0
1596093485df8c0f3074106f55f63629,287.0
