D4,10427.0
E4,10135.0
B2,9365.0
G9,7508.0
A3,7409.0
D3,6987.0
A4,6839.0
E6,6807.0
G3,6743.0
C1,6574.0
G7,6363.0
H2,6249.0
D1,6186.0
A9,6125.0
H3,6109.0
E7,6104.0
E3,6095.0
C5,6068.0
B3,6012.0
G8,5979.0
G1,5911.0
B1,5677.0
A1,5546.0
G6,5524.0
F2,5453.0
G5,5370.0
H1,5317.0
A2,5166.0
E1,5145.0
A8,5096.0
G2,5008.0
D2,4827.0
A7,4820.0
G4,4608.0
E2,4470.0
C3,4324.0
F1,4257.0
A10,4013.0
A5,3614.0
C2,3333.0
D5,3192.0
C4,2903.0
A6,2603.0
