	SubjectID1	SubjectID2	Group1	Group2	Distance
310	G6	A8	Ceiba	Rincon	0.3845687141196843
311	G6	A9	Ceiba	Rincon	0.27611901562461905
312	G7	A1	Ceiba	Rincon	0.30298228256250626
313	G7	A10	Ceiba	Rincon	0.4208444587089597
314	G7	A2	Ceiba	Rincon	0.5233298809430663
315	G7	A3	Ceiba	Rincon	0.22182928074461394
316	G7	A4	Ceiba	Rincon	0.5296054724685435
317	G7	A5	Ceiba	Rincon	0.2595258014435768
318	G7	A6	Ceiba	Rincon	0.22871141493209135
319	G7	A7	Ceiba	Rincon	0.3078214249184006
320	G7	A8	Ceiba	Rincon	0.39882505088687503
321	G7	A9	Ceiba	Rincon	0.4114670495958439
322	G8	A1	Ceiba	Rincon	0.36307443090814445
323	G8	A10	Ceiba	Rincon	0.3328774718597918
324	G8	A2	Ceiba	Rincon	0.5499505910564446
325	G8	A3	Ceiba	Rincon	0.4218390225560018
326	G8	A4	Ceiba	Rincon	0.452675433516384
327	G8	A5	Ceiba	Rincon	0.3509003948434715
328	G8	A6	Ceiba	Rincon	0.3802983444703956
329	G8	A7	Ceiba	Rincon	0.40584558293909334
330	G8	A8	Ceiba	Rincon	0.3843063773102648
331	G8	A9	Ceiba	Rincon	0.3283431024087376
332	G9	A1	Ceiba	Rincon	0.3808946116899648
333	G9	A10	Ceiba	Rincon	0.4017146310742018
334	G9	A2	Ceiba	Rincon	0.5690450500798636
335	G9	A3	Ceiba	Rincon	0.2709167645728473
336	G9	A4	Ceiba	Rincon	0.48812811035767734
337	G9	A5	Ceiba	Rincon	0.2822172418216289
338	G9	A6	Ceiba	Rincon	0.3252865244973539
339	G9	A7	Ceiba	Rincon	0.28347654001298195
340	G9	A8	Ceiba	Rincon	0.30639809029244625
341	G9	A9	Ceiba	Rincon	0.3712567979433339
0	E2	E1	Culebra	Culebra	0.45823032457598634
1	E3	E1	Culebra	Culebra	0.7198376387851052
2	E3	E2	Culebra	Culebra	0.5546047649164714
3	E4	E1	Culebra	Culebra	0.3740298735269207
4	E4	E2	Culebra	Culebra	0.4047489573336323
5	E4	E3	Culebra	Culebra	0.682899182203518
6	E6	E1	Culebra	Culebra	0.49148024522785894
7	E6	E2	Culebra	Culebra	0.37165858351162856
8	E6	E3	Culebra	Culebra	0.6129006745727287
9	E6	E4	Culebra	Culebra	0.4079379610969942
10	E7	E1	Culebra	Culebra	0.5261964990012112
11	E7	E2	Culebra	Culebra	0.3824662942752396
12	E7	E3	Culebra	Culebra	0.6011415755545778
13	E7	E4	Culebra	Culebra	0.41382761885084407
14	E7	E6	Culebra	Culebra	0.2624210661363147
15	E1	G1	Culebra	Ceiba	0.3955967354452657
16	E1	G2	Culebra	Ceiba	0.41469138654225257
17	E1	G3	Culebra	Ceiba	0.6053635653428631
18	E1	G4	Culebra	Ceiba	0.3746539499250421
19	E1	G5	Culebra	Ceiba	0.359817356631554
20	E1	G6	Culebra	Ceiba	0.30125082419663923
21	E1	G7	Culebra	Ceiba	0.3818660924765459
22	E1	G8	Culebra	Ceiba	0.44568072977089324
23	E1	G9	Culebra	Ceiba	0.4116785623145593
24	E2	G1	Culebra	Ceiba	0.4666039038911691
25	E2	G2	Culebra	Ceiba	0.3604913974739885
26	E2	G3	Culebra	Ceiba	0.3174521400134392
27	E2	G4	Culebra	Ceiba	0.32168109125175814
28	E2	G5	Culebra	Ceiba	0.47721255859901707
29	E2	G6	Culebra	Ceiba	0.5017488824805622
30	E2	G7	Culebra	Ceiba	0.35162390498878
31	E2	G8	Culebra	Ceiba	0.4167939973290842
32	E2	G9	Culebra	Ceiba	0.36991974888353474
33	E3	G1	Culebra	Ceiba	0.7104942602867493
34	E3	G2	Culebra	Ceiba	0.6525118974212191
35	E3	G3	Culebra	Ceiba	0.4298795214940918
36	E3	G4	Culebra	Ceiba	0.6227323247927515
37	E3	G5	Culebra	Ceiba	0.6373879307660528
38	E3	G6	Culebra	Ceiba	0.647372978104501
39	E3	G7	Culebra	Ceiba	0.5815405876523198
40	E3	G8	Culebra	Ceiba	0.6808144536006299
41	E3	G9	Culebra	Ceiba	0.6502238299916913
42	E4	G1	Culebra	Ceiba	0.4484389895282493
43	E4	G2	Culebra	Ceiba	0.42491039550743526
44	E4	G3	Culebra	Ceiba	0.5103104062242413
45	E4	G4	Culebra	Ceiba	0.41094364606874173
46	E4	G5	Culebra	Ceiba	0.461685144139225
47	E4	G6	Culebra	Ceiba	0.467118306555609
48	E4	G7	Culebra	Ceiba	0.43919517912029865
49	E4	G8	Culebra	Ceiba	0.38353827432639126
50	E4	G9	Culebra	Ceiba	0.4696140431283701
51	E6	G1	Culebra	Ceiba	0.5083640718383596
52	E6	G2	Culebra	Ceiba	0.5008186163203594
53	E6	G3	Culebra	Ceiba	0.5170628263297445
54	E6	G4	Culebra	Ceiba	0.39667050757619043
55	E6	G5	Culebra	Ceiba	0.4234958973134736
56	E6	G6	Culebra	Ceiba	0.48366009929858206
57	E6	G7	Culebra	Ceiba	0.3931482067484981
58	E6	G8	Culebra	Ceiba	0.47613682637922466
59	E6	G9	Culebra	Ceiba	0.2518673438564527
60	E7	G1	Culebra	Ceiba	0.50413068150711
61	E7	G2	Culebra	Ceiba	0.5454305601410993
62	E7	G3	Culebra	Ceiba	0.5008859884949837
63	E7	G4	Culebra	Ceiba	0.39532937044958316
64	E7	G5	Culebra	Ceiba	0.48509660157173334
65	E7	G6	Culebra	Ceiba	0.5486319874737204
66	E7	G7	Culebra	Ceiba	0.4341809532381944
67	E7	G8	Culebra	Ceiba	0.4375610572855474
68	E7	G9	Culebra	Ceiba	0.3898295625592978
69	E1	H1	Culebra	Guanica	0.40859326965219656
70	E1	H2	Culebra	Guanica	0.45270761252902575
71	E1	H3	Culebra	Guanica	0.39739370251680495
72	E2	H1	Culebra	Guanica	0.3703237252920722
73	E2	H2	Culebra	Guanica	0.49623520622110423
74	E2	H3	Culebra	Guanica	0.3908123254233156
75	E3	H1	Culebra	Guanica	0.6624509131063367
76	E3	H2	Culebra	Guanica	0.738848864153437
77	E3	H3	Culebra	Guanica	0.6319521163454436
78	E4	H1	Culebra	Guanica	0.15348937063269436
79	E4	H2	Culebra	Guanica	0.39763891118898725
80	E4	H3	Culebra	Guanica	0.43946944251577413
81	E6	H1	Culebra	Guanica	0.34112376360868407
82	E6	H2	Culebra	Guanica	0.4572419025438821
83	E6	H3	Culebra	Guanica	0.4379091971672225
84	E7	H1	Culebra	Guanica	0.36399105363965245
85	E7	H2	Culebra	Guanica	0.4173956378964559
86	E7	H3	Culebra	Guanica	0.39547821096094876
87	E1	F1	Culebra	Guayama	0.41568911201782766
88	E1	F2	Culebra	Guayama	0.4240283074186922
89	E2	F1	Culebra	Guayama	0.3958521057356888
90	E2	F2	Culebra	Guayama	0.4117570647191257
91	E3	F1	Culebra	Guayama	0.6437256180073706
92	E3	F2	Culebra	Guayama	0.6214823532789295
93	E4	F1	Culebra	Guayama	0.4762043677495526
94	E4	F2	Culebra	Guayama	0.4609084793083766
95	E6	F1	Culebra	Guayama	0.46841049217066144
96	E6	F2	Culebra	Guayama	0.3780191617339662
97	E7	F1	Culebra	Guayama	0.556953044260532
98	E7	F2	Culebra	Guayama	0.46232565628864986
99	E1	C1	Culebra	Isabella	0.37783762902519213
100	E1	C2	Culebra	Isabella	0.5033977480252768
101	E1	C3	Culebra	Isabella	0.3702946313533034
102	E1	C4	Culebra	Isabella	0.4648017520515269
103	E1	C5	Culebra	Isabella	0.5109230275927186
104	E2	C1	Culebra	Isabella	0.4326256728340806
105	E2	C2	Culebra	Isabella	0.49371853147995365
106	E2	C3	Culebra	Isabella	0.4828757000389493
107	E2	C4	Culebra	Isabella	0.4986404257842133
108	E2	C5	Culebra	Isabella	0.49922661331048757
109	E3	C1	Culebra	Isabella	0.6636568389130434
110	E3	C2	Culebra	Isabella	0.5192337701859282
111	E3	C3	Culebra	Isabella	0.6913971728700684
112	E3	C4	Culebra	Isabella	0.7223034854950063
113	E3	C5	Culebra	Isabella	0.5784077868475322
114	E4	C1	Culebra	Isabella	0.42015460891761586
115	E4	C2	Culebra	Isabella	0.5412533761075311
116	E4	C3	Culebra	Isabella	0.40053228898624216
117	E4	C4	Culebra	Isabella	0.3803779229327594
118	E4	C5	Culebra	Isabella	0.5109515463910891
119	E6	C1	Culebra	Isabella	0.4616218953239914
120	E6	C2	Culebra	Isabella	0.4318281892797798
121	E6	C3	Culebra	Isabella	0.43482256878102143
122	E6	C4	Culebra	Isabella	0.49467928405941647
123	E6	C5	Culebra	Isabella	0.4873767921559567
124	E7	C1	Culebra	Isabella	0.4433832510275027
125	E7	C2	Culebra	Isabella	0.5288602813079469
126	E7	C3	Culebra	Isabella	0.44921598147966463
127	E7	C4	Culebra	Isabella	0.5301802103384582
128	E7	C5	Culebra	Isabella	0.6050360931443175
129	E1	D1	Culebra	Luquillo	0.4468471205748827
130	E1	D2	Culebra	Luquillo	0.3727727278589048
131	E1	D3	Culebra	Luquillo	0.5342862773027192
132	E1	D4	Culebra	Luquillo	0.4487740651388946
133	E1	D5	Culebra	Luquillo	0.3637374407580196
134	E2	D1	Culebra	Luquillo	0.45337391789827824
135	E2	D2	Culebra	Luquillo	0.402415824993833
136	E2	D3	Culebra	Luquillo	0.4530460745548466
137	E2	D4	Culebra	Luquillo	0.30403890282063983
138	E2	D5	Culebra	Luquillo	0.3927180879745094
139	E3	D1	Culebra	Luquillo	0.7269873379589016
140	E3	D2	Culebra	Luquillo	0.7228981441924672
141	E3	D3	Culebra	Luquillo	0.7138212036783002
142	E3	D4	Culebra	Luquillo	0.6548771949029133
143	E3	D5	Culebra	Luquillo	0.6695193286316246
144	E4	D1	Culebra	Luquillo	0.47213629094078463
145	E4	D2	Culebra	Luquillo	0.293935544752712
146	E4	D3	Culebra	Luquillo	0.4485242257884885
147	E4	D4	Culebra	Luquillo	0.35762743653260226
148	E4	D5	Culebra	Luquillo	0.3131774982290914
149	E6	D1	Culebra	Luquillo	0.5542668073868386
150	E6	D2	Culebra	Luquillo	0.4792388007913635
151	E6	D3	Culebra	Luquillo	0.4371837292602165
152	E6	D4	Culebra	Luquillo	0.3879288769446331
153	E6	D5	Culebra	Luquillo	0.36021628426615565
