Name	Alignment options	Build method	Created Date	Description	Distance Model	Height	Modified	No. nodes	No. tips	Sequence List Name	Size	Tree builder	URN
Tree	"Global alignment 51% similarity Gap costs: 12.0,3.0"	Neighbor-Joining	Fri Sep 18 16:06:33 BOT 2020	tree of 20 sequences: A2_TwoPointFive_RockyReef A3_Two_RockyReef A4_TwoPointFive_RockyReef A6_TwoPointFive_RockyReef A7_Three_RockyReef A8_Three_RockyReef A9_Three_RockyReef C3_Three_Spur&GrooveReef D2_Three_Seagrass D4_TwoPointFive_Seagrass E2_Three_ReefRubble E3_Three_ReefRubble F1_TwoPointFive_Rocks F2_OnePointFive_Rocks G1_TwoPointFive_PatchReef G2_Three_PatchReef G3_Two_PatchReef G4_TwoPointFive_PatchReef G9_Two_PatchReef H3_OnePointFive_Rocks	Tamura-Nei	0.33647946928545736	Fri Sep 18 16:06:33 BOT 2020	38	20		19 KB	Geneious Tree Builder	urn:local:.:17-cfagrsy
